artist.familiarity,artist.name,artist.terms,song.id,song.year
0.668370612,The Berzerker,speedcore,SOYWZTU12AB0180E26,2000
0.845768866,Kings Of Leon,southern rock,SOLGHDZ12AB0183B11,2003
0.407455644,Edith Lefel,zouk,SOTNTNJ12AAA15FBD6,1852
0.460171324,Taras,trance,SOXZXXV12AAF3B3A67,1543
0.778816717,NOFX,punk,SOPIKEG12A58291636,1992
0.435889847,Murskahumppa,suomi rock,SOIRNBO12AC468D207,1163
0.711165787,Soda Stereo,rock,SOSBDSF12AB0189007,1990
0.443162398,Bruce Rowland,easy listening,SOIJXXM12A8C1416D6,1985
0.400433514,Xcultures,gabba,SOHMMMC12AB0181C42,2000
0.477364753,White Heart,ccm,SOVJXVJ12A8C13517D,1453
0.617870116,Heavy D / McGruff,pop rap,SOFZCTA12AB0188D8F,1997
0.744641246,Van Halen,heavy metal,SOLRYQR12A670215BF,1661
0.845601887,Black Eyed Peas,hip hop,SOCHRXB12A8AE48069,2004
0.905776889,Nine Inch Nails,industrial metal,SOKBBXO12A6701DEA0,2000
0.694021648,Nick Cave & The Bad Seeds,rock,SOWHYUG12A58A77FAB,1962
0.408389022,Nadine Renee,freestyle,SOYSTDI12A6D4F6500,1873
0.606925359,Lesley Gore,brill building pop,SOOOROX12A6D4F8400,1963
0.562463784,Smartbomb,melodic hardcore,SONSPZE12AB01819CE,2001
0.481004583,Suburbs,british pop,SOHWGFU12AB017B036,2005
0.742963152,Emperor,heavy metal,SOQQVQJ12AB0185192,1806
0.58547954,Julien Clerc,chanson,SODRHHD12AB0189F2A,1753
0.67159627,Glen Campbell,country rock,SOQGFVO12A8C13C8C3,1396
0.449323615,T.G. Sheppard,country rock,SORABMD12A8C136672,2002
0.51644378,Slim Whitman,folk-pop,SOTUBVH12AB018D2EC,1990
0.728209707,Savage Garden,easy listening,SOMQAGT12A8C132DB4,1999
0.798645179,Queens Of The Stone Age,stoner metal,SOKLLOH12A67020F2C,2005
0.445854631,Hank Penny & The Lincoln Penny Orchestra,western swing,SONRLQH12AB017C232,1098
0.605109702,Inspiral Carpets,indie rock,SODDZAD12A6701DC4C,1990
0.454043995,Borialis,rap rock,SORENXV12A6701F61F,1969
0.543516131,The Dirty Skirts,indie rock,SOYMMDY12AB01825B2,1365
0.42054585,Flor Silvestre,ranchera,SOJWQIP12A6D4F710A,1833
0.373850623,BA(c)zu,chanson,SOOVOKS12AB017EE57,1245
0.743129776,Redman,hip hop,SORWHWY12A6702038E,2001
0.13818761,Solistiyhtye Suomi,german pop,SOGYYLE12A8C13E5EA,1890
0.416141023,Eddie Cantor,easy listening,SOITUXQ12AB0183AE9,1898
0.495559652,Schizoid,breakcore,SOTWEZZ12A8C142B60,1614
0.430538907,Kai Winding,hard bop,SOUVRGZ12A58A77F90,1961
0.428375417,Sonny Simmons,free jazz,SOBLTSM12A6D4F9EEA,1631
0.545110951,Mira,shoegaze,SOUQVUD12A8C142DCE,2006
0.483339422,Citizen Kaned,chill-out,SOCRPDR12AB0185B75,2000
0.559278494,The Brooklyn Tabernacle Choir,gospel,SOXVBVL12AF72A600C,1995
0.438887475,Ellen McIlwaine,blues-rock,SOIQHDR12AB01896C8,1029
0.57810363,Vince Guaraldi / Bola Sete,latin jazz,SODLSHA12AAF3B29F2,1973
0.502453177,Maurice Chevalier,chanson,SOAGHMH12AB0180285,1693
0.541975108,Carl Cox Vs Yousef,tech house,SORAVUP12AB018556E,1991
0.683719468,Organized Konfusion,hip hop,SOFXNQP12AB0184F1A,1997
0.614870934,Martina McBride,country,SOGQTRZ12A8C13C8B0,2005
0.626436382,Horace Andy,roots reggae,SOBHVZQ12AC9618285,1985
0.494681417,Nazz,freakbeat,SOYPBCY12AB0181EF3,1557
0.543866303,Tyrone Davis,chicago soul,SOWRLSY12AC4687694,1438
0.567278871,Hot Tuna,blues-rock,SOOGQWR12A8C142505,1971
0.432386477,Richard Burton,jazz fusion,SOJDYQY12AB0188C97,1718
0.513829587,Rory Block,delta blues,SOBHQUF12AB018B03E,1524
0.790922848,Boyz II Men,new jack swing,SOFRAZJ12A8C143CDB,1994
0.454668191,Howard Armstrong,piedmont blues,SONNDHT12A8C13F20B,1303
0.657406765,Donny Hathaway,jazz funk,SOYZOXW12A8C13E195,1971
0.45871209,Miguel Gallardo,male vocalist,SOSGJTX12AB0181F7C,1471
0.652367864,Les Ogres De Barback,chanson,SOBQBWP12AB018611B,1999
0.342440144,DJ X-Change featuring DJ Joey A,ghetto tech,SODULLV12AB017FA09,1726
0.49825931,Morel,dance pop,SOYAGJM12A8C13DCCE,1782
0.624723768,Tony Joe White,country rock,SORXUZZ12A8AE4798A,1653
0.79225559,Wolfmother,stoner metal,SOCHXAE12AF72A25D6,2009
0.573605491,The Roches,singer-songwriter,SOCRHCQ12A58A7C8C6,1995
0.555985053,Bob Margolin,blues-rock,SOSEJIQ12AB017E7EB,1510
0.42562724,Thomas Battenstein,guitar,SOMXWXQ12AC3DFA002,1584
0.662649695,Jupiter Rising,pop rap,SOGMXBW12A6D4FB8D7,2007
0.491921881,Dharma Bums,progressive house,SOOPUTF12AB018DFAA,1993
0.594779904,Saafir,hip hop,SOFDTRZ12AB018DD11,1999
0.70334944,The Verve Pipe,post-grunge,SOOGNJP12A8C1381AD,2001
0.434272038,Bob Neuwirth,singer-songwriter,SOFUBCP12A8C13D5EF,1990
0.733714697,Marvin Sapp,gospel,SOVZBDR12A6702012E,1081
0.625443262,James Hunter,blue-eyed soul,SOPWKSS12AC468E659,1218
0.498663649,Nelson Ned,latin jazz,SOCCQIQ12A8C13C76B,1552
0.505644262,Mish Mash,vocal house,SODBMZD12A8C134232,1505
0.406187449,Cama,los angeles,SOBUWPY12A8C1446C0,2009
0.661001337,Maxi Priest,lovers rock,SORWXUP12A58A79E65,1991
0.830252262,Porcupine Tree,experimental rock,SOJEVZW12A8C133988,1997
0.554226467,Ragheb Alama,arabesque,SOOODKC12AB018462F,1956
0.839275393,Foo Fighters,grunge,SODOLVO12B0B80B2F4,2005
0.833178561,Shakira Featuring Wyclef Jean,dance pop,SOEHWGF12A6D4F8B2B,1453
0.574973901,The Avengers,rock,SOOZLTC12A6D4FBE91,1846
0.604820432,Robben Ford,blues-rock,SOOSYMY12AB01888CD,1988
0.378013152,Brazilian Tropical Orchestra,bossa nova,SOPBKEB12A6D4FD777,1744
0.441593442,Gil Semedo,zouk,SOEWQYW12AB0183FDE,1346
0.711165787,Soda Stereo,rock,SOFBQIA12AB0182219,1984
0.4621406,Xmilk,thrash core,SOHDDHR12AB0183552,1294
0.471577282,Dolce; Oscar G.,folk-pop,SONWQQX12AC3DF6762,1273
0.669500125,Britt Nicole,ccm,SOGXFIF12A58A78CC4,1620
0.495559652,Schizoid,breakcore,SOIPNSZ12A8C144128,1710
0.737972528,Toni Braxton Featuring Shaggy,dance pop,SOEXSIN12A8C133B0A,2001
0.530605798,Perrey And Kingsley,easy listening,SOTSMNJ12AB018365E,2001
0.480047819,Sven Tasnadi,tech house,SOLGRUN12A8C140543,1126
0.622684167,Eddie,frevo,SOQCHGV12AC4688FC6,1592
0.593416049,Enthroned,black metal,SOXCWTT12AC9075756,2010
0.631946666,Suzanne Ciani,meditation,SOAFIPD12A8C13A261,1989
0.20107756,Milan Band,serialism,SOMJPML12A8C13D74E,1539
0.618765786,Johnny Osbourne,roots reggae,SOCVDYI12AC4687DDB,2004
0.707335681,Dolly Parton,bluegrass,SOEVGMZ12A8C1421B5,1971
0.488008882,Rance Allen Group,jazz funk,SOCGURJ12AB0182AEE,1607
0.81444811,Pearl Jam,grunge,SOHTWLT12A8C13CFE1,2006
0.69044755,Natalie Cole,vocal jazz,SOVQZYP12A8C144692,1561
0.780461749,Mastodon,alternative metal,SOHHANU12A58A77C66,2009
0.605874049,Kiril Valeri,flamenco,SOTHWPG12AB018C90E,1456
0.638880206,Word,blues-rock,SOOQHNV12AB0186CD4,1809
0.712098902,DJ Quik,gangster rap,SOSGXRU12AAF3B2B07,1991
0.635757022,Hank Locklin,honky tonk,SOFRUDU12A8C13A40C,1258
0.786427083,BT,electronica,SONXLQQ12AB0184B54,1897
0.622829997,2-4 Grooves feat. Reki D.,vocal house,SOKPHVH12AB0187460,2009
0.382308283,The Jordanaires,country gospel,SOIUGDX12A6D4FDECA,1009
0.727230316,Descendents,hardcore punk,SOAYYDM12AB01817E6,1986
0.665728336,L.A. Guns,heavy metal,SORAJXA12A58A7A4C9,1988
0.53938059,Bare Jr.,post-grunge,SODJUNF12A8C13337F,1998
0.075124762,Shelley Fabares,brill building pop,SOVDDWO12A6D4F9A78,1363
0.312415123,Norrie Paramor,easy listening,SOFGQAP12AB0185946,1895
0.524700041,Gary Hobbs,tejano,SORGLCR12AB0184B69,1990
0.567814264,Diesel Boy,pop rock,SOLBIIE12AB0184DFC,1998
0.698770478,Angelo Badalamenti,chill-out,SORHOEV12A81C20F71,1233
0.784820389,Cradle Of Filth,sympho black metal,SOFPYXC12A58A7A4B9,1994
0.520204911,Jim Chappell,chamber jazz,SOFQGCQ12AB0183609,1369
0.479695608,Ladybug,dancehall,SOEBDBO12AC4688712,1143
0.463087254,Bandido,hard house,SONIQSB12AB0189829,1383
0.515611096,Brixx,rap,SOYNEII12AB0181DB6,1131
0.905776889,Nine Inch Nails,industrial metal,SOKIGWD12A6701DE9D,1999
0.352212817,Susana Seivane,gaita,SOHXKAN12AC46872F1,2010
0.385143351,Leland Martin,honky tonk,SOQZHMH12A8C13A393,1807
0.682045692,Test Icicles,grime,SOLEYPL12A6D4F83CE,2005
0.630928608,Heaven 17,new romantic,SOZFCNC12A6D4F76F3,1981
0.485107918,React,happy hardcore,SOPUQFS12A8C13DE1E,1165
0.480047819,Sven Tasnadi,tech house,SOPNRDT12AB018A2D8,1960
0.450852685,Mance Lipscomb,texas blues,SOGTLVU12A8AE47D5D,2000
0.497307512,Scott Wesley Brown,modern rock,SOXNMDZ12A6D4FA20D,1533
0.424278927,FlA!vio JosA(c),brazil,SOGOJBW12AB018513B,1409
0.602555589,Moss,future jazz,SONNOCP12A8C145220,2009
0.385417447,Pery Ribeiro,bossa nova,SOUDHTP12AB0183403,1366
0.539181188,Soular,breakbeat,SOWDEPU12A8C137B14,1617
0.826075467,Dimmu Borgir,black metal,SOJBYGW12A8C13A497,1996
0.684994897,Public Image Ltd,dance rock,SOQDTQP12A6D4F793F,1983
0.761362238,Gary Moore,blues-rock,SOJHKYL12A6D4FA0AC,1997
0.464481282,Pascal Sangla,french pop,SOJVWBA12AB018C326,2010
0.681598553,The B-52's,dance rock,SONRSQW12A6D4F6D1C,1986
0.336970428,Dakis,greek,SONTBYD12A58A77A29,1625
0.73118423,Sex Pistols,punk,SOMKMPB12A8C1447D0,1988
0.892688611,Chris Brown,r&b,SOSGQPS12A8AE48538,1069
0.332330882,Deekline & Wizard,breakbeat,SOKENJQ12AB017EC8C,2004
0.349012002,Daniela DessA!,opera,SOBNTXB12A8C1428BA,1380
0.632242851,Hem,folk-pop,SOIKIJC12AC3DFB3D2,2005
0.916058239,Lily Allen,ska,SOFJNQR12A6D4FAE92,2006
0.547078569,Pentangle,british invasion,SOGDFIT12AB018528B,1302
0.392570166,DJ Dips,turnablism,SOOIZTH12AB018C12E,1254
0.326699728,Ana Bekuta,pop folk,SOQPJUL12AB0189379,1652
0.458055179,Jason Miles,jazz fusion,SOMBQEO12A8C135018,1054
0.618002715,Busdriver,alternative hip hop,SOCQWKZ12A8C13CE4C,2007
0.465194733,Byther Smith,chicago blues,SONETAN12A58A7ACEB,1989
0.483703807,Bebo & Cigala,latin jazz,SOKEXTF12A8C13AE7E,2003
0.633817882,Bizarre Inc,breakbeat,SOUJISW12CF4E09416,1996
0.574400789,Bongzilla,stoner metal,SOJKDKH12A58A761A2,1999
0.44104996,The Gone Jackals,blues-rock,SOTWWBZ12AB01845E0,1995
0.334628878,The Willis Brothers,western swing,SOKZTUH12AB018B938,1263
0.560411686,Laurindo Almeida / Carlos Barbosa-Lima / Charlie Byrd,latin jazz,SOQDTZG12A8C1442E3,1142
0.406166635,S.U.P,doom metal,SOIFOLA12AB017CDA1,2001
0.62799739,Boogie Pimps,hard house,SOKHVZO12AB0184C4D,1195
0.453171007,Brian Keane,world beat,SOMISOP12AC468D9D5,1510
0.583773265,Aberdeen,twee pop,SOOZKNQ12A6D4F6FD4,1808
0.918451789,The Killers,rock,SOGOQGE12AB0182907,2008
0.73699197,Gloriana,teen pop,SOWTIDJ12AB018808C,1510
0.511000944,Butterfly Temple,doom metal,SONIHLC12AB0187B0C,1870
0.422971308,Grant Geissman,smooth jazz,SOLBHCO12AB018769A,1654
0.50039601,20/20,power pop,SOVZVPT12AB018A59E,1853
0.429544942,JosA(c) Augusto,latin pop,SOZWDHS12AB0188A33,1788
0.693009204,Orbital,techno,SOFSKON12A8C13B3B5,2001
0.81592342,Bone Thugs-N-Harmony / Akon,gangster rap,SOBOCAG12A6BD55D56,2007
0.646618529,Moonsorrow,viking metal,SONCYFS12A8C14261E,2001
0.747708669,N.W.A.,gangster rap,SOTNBNN12A6D4F6CC7,1989
0.783458021,Rage Against The Machine,rap metal,SOXZLDX12A58A7CE52,2000
0.362800142,Jazz Gillum,chicago blues,SOEESQT12A8C13C7D5,1218
0.847081688,Rise Against,hardcore punk,SOSKUNI12AB0187F12,2003
0.499939221,Ultraviolence,gabba,SOSLFMU12AB018FFEA,1995
0.829135422,Korn,rap metal,SOOKISK12AB0180667,1999
0.430024987,Sir Neville Marriner,requiem,SOVGBEK12A8C134E04,2020
0.737540403,Agnes,europop,SORJOMF12AB0186F78,1826
0.679519208,James Horner,rock,SOVTGXQ12A6D4FB9CA,1986
0.720808698,Tantric,post-grunge,SOLKTEK12AB018BE1A,2009
0.780461749,Mastodon,alternative metal,SODYZIU12A8C13FBD9,2001
0.400433514,Xcultures,gabba,SOJRCDU12AB0189D27,2000
0.599019959,The Irish Tenors,irish folk,SOBMHTY12AC9097B7C,1065
0.843526543,U2,dance rock,SOZWHVZ12A6D4F90E7,2007
0.454709911,Little Joe,soul jazz,SOQAHUW12AB0181F04,1375
0.829135422,Korn,rap metal,SOVHRBI12A81C22E02,2007
0.521712214,Blind Blake & The Royal Victoria Hotel Calypsos,country blues,SOHULHF12AB017F6CF,1959
0.566796475,Percy Faith,instrumental pop,SOFWWGY12AB0185BC5,1800
0.717991696,Extreme,funk metal,SOEETVW12A6D4F93B8,1521
0.609816403,Alexandre Desplat,soundtrack,SOJTIKK12A8C13B15E,2004
0.621213511,Prozak,rap,SOQBQWN12AB0186782,1528
0.589259678,Jerry Butler,chicago soul,SOKLQWF12A8C1423F2,1480
0.411875463,Yvette Horner,chanson,SORQLMX12A8C133FCD,1314
0.586000058,Delta 9,gabba,SOCLQKJ12AF72A4AB0,1311
0.804523521,Placebo,british pop,SODWXQV12A6310F10D,2003
0.515044056,Tam Tam Go!,pop rock,SORKRKK12A8C13C12F,1944
0.444926413,Gertrudis,big beat,SOQPPKZ12A58A7B1EC,2009
0.588370653,Warrior King,roots reggae,SOXSUNF12A8C134195,2002
0.711165787,Soda Stereo,rock,SOVRJYX12AB01844E1,1988
0.510794577,LORE,trip hop,SOMOHEI12AB018785F,1334
0.690080124,Soul Asylum,hard rock,SOOGRLD12A8C132B2F,1998
0.342558954,Carl Doy with NZSO,progressive house,SODAEVD12AB01886BB,2013
0.626436382,Horace Andy,roots reggae,SOAESJW12A8C137CC2,2005
0.39413854,Jimmy Wakely,classic country,SOHCYVK12AB017BBF2,2001
0.341937434,The Nightraver & The Magican,gabba,SOCWXYM12AB018BDF3,1041
0.583231605,Rah Digga (Featuring Outsidaz),hip hop,SOSYVIZ12A8C141964,2000
0.686988955,RUN-DMC,hip hop,SOTVEKK12A8C1392E1,1984
0.386291901,Bert Kaempfert And His Orchestra,orchestra,SOHGAJH12A6D4F8F58,2023
0.635757022,Hank Locklin,honky tonk,SOCTSJA12AC9618325,1428
0.418610662,Lady May,hip hop,SOTYCYE12AC468AA08,1230
0.808784962,Nightwish,sympho black metal,SOAKXET12CF5F86E71,2007
0.698770478,Angelo Badalamenti,chill-out,SOYDHCW12A6D4F9A2E,1987
0.446256667,Frank Chacksfield,orchestra,SOGBJSK12AB018D052,1081
0.332148785,Cesar Camargo Mariano/Helio Delmiro,latin jazz,SOSTFTW12A8C13B84A,1931
0.473626728,Buzzhorn,post-grunge,SOLHFZF12AB018AB3E,2002
0.80113645,Silverstein,post-hardcore,SOZEHMC12A6D4F9F30,2005
0.609538992,!!!,dance-punk,SOYHNTG12A6D4F5703,2007
0.062570763,The Secret Life of Teenage Girls,grindcore,SOGBRIU12A582A214C,1475
0.668509447,The Notorious B.I.G.,gangster rap,SOLCPEB12A58A7BF47,2007
0.787098356,Led Zeppelin,blues-rock,SOFOGMR12A8C140FFF,1982
0.655359115,Sandi Thom,british pop,SOBJYXZ12A8AE45FF1,2008
0.305523628,Carl Belew,rockabilly,SOGJSEF12AB01847D4,1901
0.60542429,The Field Mice,twee pop,SOCVGQS12A8C13D7DF,1989
0.426683814,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,hard bop,SOGVRHK12A8AE47FFB,1522
0.421792253,Catherine Howe,chill-out,SOGGYSM12A58A79111,1030
0.483243067,Malkit Singh,broken beat,SOHCENZ12A8C13AC85,1993
0.415784608,Rodney O & Joe Cooley,miami bass,SOIKVVS12AB0184063,1991
0.708439814,Dean Martin,vocal,SOYCTBG12A8C144341,2005
0.612837504,Strata,post-grunge,SOMCCPJ12A8C142B6B,2004
0.489280179,James Darren,brill building pop,SOVKCDB12A6D4FB2AB,1991
0.564512291,Till West & DJ Delicious,funky house,SOONOZL12A6D4FC475,2006
0.535702528,Carlos NuA+-ez,flamenco,SOIHZMH12AB017DF93,2005
0.633258331,Igor Stravinsky,ballet,SOCQJBX12AF72AA6F2,1062
0.685125411,Gene Clark,country rock,SOMWLCK12A8C135D69,1998
0.616436885,Maysa,brazilian pop music,SORHXYU12A8C13716B,1039
0.66229871,The Shirelles,doo-wop,SOEMLQO12AB01808B6,1960
0.409827635,The American Boychoir,j pop,SOITEVV12A6D4F5969,1520
0.487220327,JDS,happy hardcore,SOWNSZY12AB0180BCF,1214
0.842368944,Panic At The Disco,pop punk,SOQKKPE12A8C13C2CD,1262
0.44240829,Jan Howard,classic country,SORJXPY12AB0182839,1433
0.362358559,Abraham Laboriel,jazz,SOIRGRL12AB0186BC2,1995
0.368134445,"MichA""le Arnaud",chanson,SOEGTAN12A6D4F8726,2021
0.542512528,Sticky Fingaz,hip hop,SODTRPJ12A8C1377E9,2000
0.384563593,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,bel canto,SOKPFTZ12A6D4FA141,1626
0.716854352,The Jeff Healey Band,blues-rock,SOFVRCJ12AB018B4DA,1989
0.264713987,Angela Dimitriou,pop folk,SORWMLD12A8C137D1A,1627
0.559991415,Danny Wilson,british pop,SOFHQCR12A8C138A74,1989
0.320855383,Lionel Rogg,early music,SOCPGVG12AB018AA84,1013
0.625157654,Java,musette,SOYUFEN12AB018BF99,1749
0.679654239,SWAMI featuring Asuivre,downtempo,SOLWQFA12AB01899E8,2007
0.353911957,The Black Velvet Band,irish folk,SOAMXQV12AB018775F,1104
0.6051397,Lisa Lynne,chill-out,SOENDOQ12A8C139A41,1999
0.530791489,Pe'z,argentine rock,SOWHAEF12A8C13EF0C,1259
0.68550363,Shawn Colvin,country rock,SOTTXNS12AB0187861,1989
0.37248425,Stephy Tang,cantonese pop,SOXSLOL12AB0188039,1460
0.581793766,Casual,hip hop,SOQLGFP12A58A7800E,1028
0.851417629,Backstreet Boys,teen pop,SOPVXLX12A8C1402D5,1999
0.593496044,Tiny Tim,cabaret,SOAOIBZ12AB01815BE,2000
0.751629597,Kenny G featuring Daryl Hall,instrumental pop,SOZHPGD12A8C1394FE,1784
0.480752276,Christos Dantis,pop rock,SOSLAVG12A8C13397F,1118
0.637533386,David Martin,screamo,SOTTDKS12AB018D69B,1239
0.545435239,John Davis,jazz fusion,SOMVWWT12A58A7AE05,1921
0.596845852,Trafik,progressive house,SOQVMXR12A81C21483,1301
0.4074304,Nick Ingman;Gavyn Wright,jazz funk,SODUJBS12A8C132150,1410
0.421187326,Eddie Calvert,cool jazz,SOBBXLX12A58A79DDA,1931
0.524265131,Glad,ccm,SOTUKVB12AB0181477,1993
0.018917567,Steel Rain,country rock,SOOJPRH12A8C141995,1256
0.47013483,Los Manolos,flamenco,SOBCOSW12A8C13D398,1628
0.73699197,Gloriana,teen pop,SOQOTLQ12AB01868D0,1761
0.531757816,Bombay Rockers,bhangra,SOBKWDJ12A8C13B2F3,1110
0.556566973,Jinx,breakbeat,SOFNOQK12AB01840FC,1072
0.654594982,Chase & Status,breakbeat,SOGVQGJ12AB017F169,2005
0.779838092,Tom Petty,heartland rock,SOFFKZS12AB017F194,1994
0.522197175,Montserrat CaballA(c);Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,symphonic rock,SOBAYLL12A8C138AF9,1818
0.44259318,Pucho & His Latin Soul Brothers,latin jazz,SOLEYHO12AB0188A85,1353
0.490009428,Soul Mekanik,tech house,SOPEGZN12AB0181B3D,1248
0.476747681,Mitch Ryder,blues-rock,SOXILUQ12A58A7C72A,2004
0.021492905,Blingtones,turnablism,SOTCKKY12AB018A141,1432
0.420966667,Luna Orbit Project,club,SOSWKAV12AB018FC91,1475
0.331874147,Danilo Perez,latin jazz,SONSKXP12A8C13A2C9,2003
0.470212296,Line Renaud,chanson,SOUPIRU12A6D4FA1E1,1487
0.575674219,King Curtis,instrumental rock,SODREIN12A58A7F2E5,1014
0.713274972,Sophie B. Hawkins,ballad,SONWXQJ12A8C134D94,1994
0.902062927,Lupe Fiasco,hip hop,SOWQTQZ12A58A7B63E,1818
0.351182454,Wilks,hip hop,SOLYIBD12A8C135045,1157
0.510010871,Marc Shaiman,soundtrack,SOINLJW12A8C13314C,2008
0.451977717,40 Grit,nu metal,SOGDBUF12A8C140FAA,2003
0.837872047,Gwen Stefani,rock,SORRZGD12A6310DBC3,2004
0.589903022,Steve Morse,blues-rock,SODAUVL12A8C13D184,2000
0.602868067,Bitter End,stoner metal,SOFCHDR12AB01866EF,1512
0.493593024,Ethel Merman,vaudeville,SOHUTDD12AB018A94F,1725
0.634227165,Leon Russell & New Grass Revival,blues-rock,SOHNDEQ12A6D4F9FBE,1179
0.806762596,Story Of The Year,screamo,SOLCALW12A8C132870,2005
0.44802055,Natural Elements,hip hop,SOPOIQJ12A6701C8CF,1998
0.6051397,Lisa Lynne,chill-out,SOUMWOQ12A8C13A949,1998
0.720842183,Neil Sedaka,brill building pop,SOIUJEF12A8C13C878,1999
0.360241801,Maurice Larcange,chanson,SOXXFEW12AB017F2A8,1759
0.758678715,A Static Lullaby,post-hardcore,SOLUIMX12AB0189599,2008
0.560557984,John Wesley_ John Wesley,disco,SODLRRT12AB0189535,2020
0.56246685,Coph Nia,dark ambient,SOCTPFZ12AAF3B45AE,2000
